name,price,link_picture,Empfohlenes Alter in Jahren (mind.),Empfohlenes Alter in Jahren (max.),Anzahl Teile,Sicherheitswarnung,Verpackungsbreite,Verpackungstiefe,Verpackungshöhe,Paketgewicht,ASIN,Vorgeschlagenes Geschlecht_ Junge ,Vorgeschlagenes Geschlecht_ Junge/Mädchen ,Material_ Kunststoff ,Material_nan,Produktfarbe_encoded,Verpackungsart_encoded,Produkttyp_ Bausatz ,Ursprungsland_ China ,Ursprungsland_ Dänemark ,Ursprungsland_ Indonesien ,Ursprungsland_ Thailand ,Ursprungsland_ Tschechische Republik ,Ursprungsland_ Ungarn ,Ursprungsland_ Österreich ,EU_TSD_Warnung_ Keine Warnung zutreffend ,"EU_TSD_Warnung_ Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",EU_TSD_Warnung_ Nicht für Kinder unter 18 Monaten geeignet ,EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet ,"EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet, Keine Warnung zutreffend ","EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet, Nur für häuslichen Gebrauch bestimmt "
LEGO LEGO 10909 Mein erster Bauspass,24.95,https://www.fcw.ch/api/ProcessRequest/57560/BN/268x166-lego-lego-10909-mein-erster-bauspass.jpg?sourceId=855775&source=Product,1,99,80, Kein Warnhinweis zutreffend ,262,282,118,795, B01N0OTT4X ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Gabby's Dollhouse - Kuchis Backstube (10785),11.95,https://www.fcw.ch/api/ProcessRequest/190724/BN/268x166-lego-gabby-s-dollhouse-kuchis-backstube-10785.jpg?sourceId=886569&source=Product,4,99,58, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,157,45,116, B0BV7F5N38 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Ninjago - Kais Drachenpower-Spinjitzu-Flip (71777),11.95,https://www.fcw.ch/api/ProcessRequest/188690/BN/268x166-lego-ninjago-kais-drachenpower-spinjitzu-flip-71777.jpg?sourceId=886693&source=Product,6,99,72, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,195,210,45,95, B0BPC73WH4 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO DC - Batmobile: Verfolgung des Pinguins (76181),39.95,https://www.fcw.ch/api/ProcessRequest/136548/BN/268x166-lego-dc-batmobile-verfolgung-des-pinguins-76181.jpg?sourceId=870367&source=Product,8,99,392, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,354,70,524, B09BNVMNDG ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Icons - Spaceshuttle Weltraummission (10283),229.0,https://www.fcw.ch/api/ProcessRequest/124969/BN/268x166-lego-icons-spaceshuttle-weltraummission-10283.jpg?sourceId=866243&source=Product,18,99,2354, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,480,582,91,3, B091GY3FLG ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Horizon Forbidden West - Langhals (76989),109.0,https://www.fcw.ch/api/ProcessRequest/134454/BN/268x166-lego-horizon-forbidden-west-langhals-76989.jpg?sourceId=870479&source=Product,18,99,1222, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,382,262,94,1, B09BNXXPPT ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Creator 3in1 - Cyber-Drohne (31111),11.95,https://www.fcw.ch/api/ProcessRequest/136673/BN/268x166-lego-creator-3in1-cyber-drohne-31111.jpg?sourceId=861145&source=Product,6,99,113, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,191,46,150, B08G4MH27V ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Star Wars - Thronsaal des Imperators - Diorama (75352),119.0,https://www.fcw.ch/api/ProcessRequest/184624/BN/268x166-lego-star-wars-thronsaal-des-imperators-diorama-75352.jpg?sourceId=880443&source=Product,18,99,807, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,930, B0BBVFZTY4 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Duplo - Biogarten (10984),54.95,https://www.fcw.ch/api/ProcessRequest/177384/BN/268x166-lego-duplo-biogarten-10984.jpg?sourceId=880414&source=Product,1,99,43, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,180,370,180,1, B01N2TP8AM ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Duplo - Obst- und Gemüse-Traktor (10982),24.95,https://www.fcw.ch/api/ProcessRequest/177634/BN/268x166-lego-duplo-obst-und-gemuese-traktor-10982.jpg?sourceId=880412&source=Product,1,99,19, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,354,91,535, B0BBS2QT4V ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO City - Appartementhaus (60365),99.0,https://www.fcw.ch/api/ProcessRequest/188573/BN/268x166-lego-city-appartementhaus-60365.jpg?sourceId=886599&source=Product,6,99,688, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,354,378,94,1, B0BPC692J5 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Creator 3in1 - Magisches Einhorn (31140),11.95,https://www.fcw.ch/api/ProcessRequest/177589/BN/268x166-lego-creator-3in1-magisches-einhorn-31140.jpg?sourceId=880405&source=Product,7,99,145, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,191,46,210, B0BBRZZSMD ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Creator 3in1 - Spaceshuttle (31134),11.95,https://www.fcw.ch/api/ProcessRequest/177790/BN/268x166-lego-creator-3in1-spaceshuttle-31134.jpg?sourceId=880400&source=Product,6,99,144, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,191,46,199, B0BBRYHTPS ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Ninjago - Drachentempel (71759),54.95,https://www.fcw.ch/api/ProcessRequest/139333/BN/268x166-lego-ninjago-drachentempel-71759.jpg?sourceId=874215&source=Product,4,99,161, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,282,59,490, B09QFYDRQT ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Technic - Monster Jam El Toro Loco (42135),26.95,https://www.fcw.ch/api/ProcessRequest/137137/BN/268x166-lego-technic-monster-jam-el-toro-loco-42135.jpg?sourceId=870325&source=Product,7,99,247, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,262,91,400, B09BNXCL7N ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Star Wars - Die Justifier (75323),179.0,https://www.fcw.ch/api/ProcessRequest/159228/BN/268x166-lego-star-wars-die-justifier-75323.jpg?sourceId=874245&source=Product,9,99,1022, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,582,87,2, B09QFLS46D ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Duplo - Polizeimotorrad (10967),11.95,https://www.fcw.ch/api/ProcessRequest/130705/BN/268x166-lego-duplo-polizeimotorrad-10967.jpg?sourceId=870412&source=Product,2,99,5, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,157,61,124, B09BNT7C3D ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Minecraft - Das Schweinehaus (21170),59.95,https://www.fcw.ch/api/ProcessRequest/97455/BN/268x166-lego-minecraft-das-schweinehaus-21170.jpg?sourceId=861190&source=Product,8,99,490, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,222,262,124,864, B08G4GPS3P ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Duplo - Traumspielplatz (10991),54.95,https://www.fcw.ch/api/ProcessRequest/190686/BN/268x166-lego-duplo-traumspielplatz-10991.jpg?sourceId=886565&source=Product,2,99,75, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,91,1, B01MRX7HUR ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Spider-Man - Spider-Mans Auto und Doc Ock (10789),11.95,https://www.fcw.ch/api/ProcessRequest/177440/BN/268x166-lego-spider-man-spider-mans-auto-und-doc-ock-10789.jpg?sourceId=880430&source=Product,4,99,48, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,191,46,115, B0BBRZ45B4 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO City - Hauptquartier der Rettungsfahrzeuge (60371),74.95,https://www.fcw.ch/api/ProcessRequest/169267/BN/268x166-lego-city-hauptquartier-der-rettungsfahrzeuge-60371.jpg?sourceId=880294&source=Product,6,99,706, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,78,1, B0BBRZLLRX ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Friends - Skipiste und Café (41756),99.0,https://www.fcw.ch/api/ProcessRequest/191561/BN/268x166-lego-friends-skipiste-und-cafe-41756.jpg?sourceId=886587&source=Product,9,99,980, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,78,1, B0BV7DGJP9 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Harry Potter - Trimagisches Turnier: der schwarze See (76420),54.95,https://www.fcw.ch/api/ProcessRequest/177356/BN/268x166-lego-harry-potter-trimagisches-turnier-der-schwarze-see-76420.jpg?sourceId=880418&source=Product,8,99,349, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,262,59,555, B0BBRV5BKP ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Strassenkreuzung Mit Ampeln (60304),24.95,https://www.fcw.ch/api/ProcessRequest/125459/BN/268x166-lego-city-strassenkreuzung-mit-ampeln-60304.jpg?sourceId=861113&source=Product,5,99,112, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,420, B08G4W1L42 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Ninjago - Lloyds Ninja-Motorrad (71788),11.95,https://www.fcw.ch/api/ProcessRequest/169365/BN/268x166-lego-ninjago-lloyds-ninja-motorrad-71788.jpg?sourceId=880354&source=Product,4,99,64, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,157,61,160, B0BBRY32WV ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Spider-Man - Spideys Team an Green Goblins Leuchtturm (10790),46.95,https://www.fcw.ch/api/ProcessRequest/177578/BN/268x166-lego-spider-man-spideys-team-an-green-goblins-leuchtturm-10790.jpg?sourceId=880431&source=Product,4,99,149, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,222,262,76,547, B0BBRWF32J ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Classic - Großes Kreativ-Bauset (11030),69.95,https://www.fcw.ch/api/ProcessRequest/177490/BN/268x166-lego-classic-grosses-kreativ-bauset-11030.jpg?sourceId=880399&source=Product,5,99,1000, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,91,1, B01MXYVN1S ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO City - Familienhaus mit Elektroauto (60398),54.95,https://www.fcw.ch/api/ProcessRequest/188667/BN/268x166-lego-city-familienhaus-mit-elektroauto-60398.jpg?sourceId=886602&source=Product,6,99,462, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,61,960, B0BPC6XMW1 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Jurassic World -Pyroraptor & Dilophosaurus Transport (76951),59.95,https://www.fcw.ch/api/ProcessRequest/125609/BN/268x166-lego-jurassic-world-pyroraptor-dilophosaurus-transport-76951.jpg?sourceId=870455&source=Product,7,99,254, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,282,59,438, B09BNXW29Q ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO DC - Batwing: Batman™ vs. Joker™ (76265),46.95,https://www.fcw.ch/api/ProcessRequest/190895/BN/268x166-lego-dc-batwing-batman-vs-joker-76265.jpg?sourceId=886618&source=Product,8,99,357, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,222,262,76,524, B0BV7F4QPJ ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Minecraft - Die Crafting-Box 4.0 (21249),89.95,https://www.fcw.ch/api/ProcessRequest/190868/BN/268x166-lego-minecraft-die-crafting-box-4-0-21249.jpg?sourceId=886656&source=Product,8,99,605, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,61,1, B0BV7BC9X5 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Duplo - Die Busfahrt (10988),24.95,https://www.fcw.ch/api/ProcessRequest/190849/BN/268x166-lego-duplo-die-busfahrt-10988.jpg?sourceId=886563&source=Product,2,99,16, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,282,76,401, B01MXXZKDG ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Disney - Camping-Abenteuer (10997),54.95,https://www.fcw.ch/api/ProcessRequest/188510/BN/268x166-lego-disney-camping-abenteuer-10997.jpg?sourceId=886568&source=Product,2,99,37, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,94,664, B01NCLWVL3 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Marvel - The Amazing Spider-Man (31209),209.0,https://www.fcw.ch/api/ProcessRequest/190662/BN/268x166-lego-marvel-the-amazing-spider-man-31209.jpg?sourceId=886684&source=Product,18,99,2099, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,582,378,118,3, B0BV7C9VQQ ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Marvel - Sanctum Sanctorum (76218),269.0,https://www.fcw.ch/api/ProcessRequest/148540/BN/268x166-lego-marvel-sanctum-sanctorum-76218.jpg?sourceId=874226&source=Product,18,99,2708, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,582,480,124,3, B09QFS26GM ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Ninjago - Wyldfires Lavadrache (71793),54.95,https://www.fcw.ch/api/ProcessRequest/188380/BN/268x166-lego-ninjago-wyldfires-lavadrache-71793.jpg?sourceId=886635&source=Product,8,99,479, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,56,580, B0BPCD3RX6 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Star Wars - Clone Commander Cody Helm (75350),84.95,https://www.fcw.ch/api/ProcessRequest/177547/BN/268x166-lego-star-wars-clone-commander-cody-helm-75350.jpg?sourceId=880426&source=Product,18,99,766, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,354,191,118,960, B0BBRYPT8C ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Jurassic World - Flucht des Velociraptors (76957),46.95,https://www.fcw.ch/api/ProcessRequest/188342/BN/268x166-lego-jurassic-world-flucht-des-velociraptors-76957.jpg?sourceId=886626&source=Product,4,99,137, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,420, B0BPCBNLR4 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Marvel - Das Schiff der Wächter (76193),169.0,https://www.fcw.ch/api/ProcessRequest/105331/BN/268x166-lego-marvel-das-schiff-der-waechter-76193.jpg?sourceId=864249&source=Product,14,99,1901, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,582,87,2, B08WXD21VV ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO City - Kreisende Reifen-Challenge (60360),42.95,https://www.fcw.ch/api/ProcessRequest/177555/BN/268x166-lego-city-kreisende-reifen-challenge-60360.jpg?sourceId=880394&source=Product,6,99,117, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,282,59,380, B0BBRZWVT9 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Classic - Grüne Bauplatte (11023),10.95,https://www.fcw.ch/api/ProcessRequest/125499/BN/268x166-lego-classic-gruene-bauplatte-11023.jpg?sourceId=870420&source=Product,4,99,1, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,308,260,3,111, B09BNVXRCY ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
LEGO Creator 3in1 - Niedliche Hunde (31137),36.95,https://www.fcw.ch/api/ProcessRequest/177700/BN/268x166-lego-creator-3in1-niedliche-hunde-31137.jpg?sourceId=880403&source=Product,7,99,475, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,354,70,580, B0BBRYZ7W5 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Super Mario - Abenteuer mit Peach – Starterset (71403),74.95,https://www.fcw.ch/api/ProcessRequest/148260/BN/268x166-lego-super-mario-abenteuer-mit-peach-starterset-71403.jpg?sourceId=874252&source=Product,6,99,354, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,317,90,490, B09QFHLCS3 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Duplo - Spaceshuttle Weltraummission (10944),24.95,https://www.fcw.ch/api/ProcessRequest/136445/BN/268x166-lego-duplo-spaceshuttle-weltraummission-10944.jpg?sourceId=861241&source=Product,2,99,23, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,282,95,532, B08GQ169NG ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Spider-Man - Venom Figur (76230),39.95,https://www.fcw.ch/api/ProcessRequest/149314/BN/268x166-lego-spider-man-venom-figur-76230.jpg?sourceId=874231&source=Product,8,99,297, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,61,191,262,366, B09QFXZBHS ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Technic - Formula E Porsche 99X Electric (42137),59.95,https://www.fcw.ch/api/ProcessRequest/134941/BN/268x166-lego-technic-formula-e-porsche-99x-electric-42137.jpg?sourceId=870326&source=Product,9,99,422, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,780, B09BNXCN3R ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Banküberfall mit Verfolgungsjagd (60317),119.0,https://www.fcw.ch/api/ProcessRequest/153375/BN/268x166-lego-city-bankueberfall-mit-verfolgungsjagd-60317.jpg?sourceId=870335&source=Product,7,99,915, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,94,1, B09BNVXRZM ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Marvel - Infinity Handschuh (76191),109.0,https://www.fcw.ch/api/ProcessRequest/125165/BN/268x166-lego-marvel-infinity-handschuh-76191.jpg?sourceId=864247&source=Product,18,99,590, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,354,191,91,730, B08WX4YRK7 ,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
LEGO Creator 3in1 - Straßenflitzer (31127),24.95,https://www.fcw.ch/api/ProcessRequest/131823/BN/268x166-lego-creator-3in1-strassenflitzer-31127.jpg?sourceId=870428&source=Product,7,99,258, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,465, B09BNT63KW ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
LEGO Marvel - Hulk Mech (76241),18.95,https://www.fcw.ch/api/ProcessRequest/170040/BN/268x166-lego-marvel-hulk-mech-76241.jpg?sourceId=880363&source=Product,6,99,138, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,141,46,150, B0BBRXFCXR ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Ninjago - Wassersegler (71756),169.0,https://www.fcw.ch/api/ProcessRequest/109641/BN/268x166-lego-ninjago-wassersegler-71756.jpg?sourceId=864336&source=Product,9,99,1159, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,582,87,1, B08WWWYGZ5 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Duplo - Belles Ballsaal (10960),24.95,https://www.fcw.ch/api/ProcessRequest/151204/BN/268x166-lego-duplo-belles-ballsaal-10960.jpg?sourceId=870298&source=Product,2,99,23, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,72,341, B09BNVZMTX ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LEGO Creator 3in1 - Oldtimer Motorrad (31135),18.95,https://www.fcw.ch/api/ProcessRequest/177668/BN/268x166-lego-creator-3in1-oldtimer-motorrad-31135.jpg?sourceId=880401&source=Product,8,99,128, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,191,46,154, B0BBSCDGW6 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Minecraft - Die Vereisten Gipfel (21243),46.95,https://www.fcw.ch/api/ProcessRequest/169700/BN/268x166-lego-minecraft-die-vereisten-gipfel-21243.jpg?sourceId=880344&source=Product,8,99,304, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,222,262,76,500, B0BBH9L3JP ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Friends - Baumpflanzungsfahrzeug (41707),36.95,https://www.fcw.ch/api/ProcessRequest/125217/BN/268x166-lego-friends-baumpflanzungsfahrzeug-41707.jpg?sourceId=870293&source=Product,6,99,336, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,354,70,511, B09BNVR3H4 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Super Mario - Abenteuer mit Luigi – Starterset (71387),74.95,https://www.fcw.ch/api/ProcessRequest/124767/BN/268x166-lego-super-mario-abenteuer-mit-luigi-starterset-71387.jpg?sourceId=864236&source=Product,6,99,280, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,317,90,525, B08W9YYV8P ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Marvel Avengers Adventskalender (76267),46.95,https://www.fcw.ch/api/ProcessRequest/191604/BN/268x166-lego-marvel-avengers-adventskalender-76267.jpg?sourceId=886692&source=Product,7,99,243, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,392, B0BV7CHMBL ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
